ERROR FILTER CUSTOM
ERROR LEVEL, level message is: TRACE level Log is: WARN
ERROR FILTER CUSTOM
ERROR LEVEL, level message is: TRACE level Log is: WARN
ERROR FILTER CUSTOM
ERROR LEVEL, level message is: TRACE level Log is: WARN
2014-06-28 12:57:09.050 - Desc: ERROR FILTER CUSTOM
2014-06-28 12:57:09.052 - Desc: ERROR LEVEL, level message is: TRACE level Log is: WARN
2014-06-29 20:49:09.025 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:49:09.047 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:49:09.066 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:49:09.080 - Desc: ERROR LEVEL, level message is: INFO level Log is: ERROR
2014-06-29 20:49:09.097 - Desc: ERROR LEVEL, level message is: DEBUG level Log is: ERROR
2014-06-29 20:49:09.111 - Desc: ERROR LEVEL, level message is: TRACE level Log is: WARN
2014-06-29 20:49:09.122 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:49:09.146 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:56:37.884 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:56:37.919 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:56:37.931 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:56:37.942 - Desc: ERROR LEVEL, level message is: INFO level Log is: ERROR
2014-06-29 20:56:37.952 - Desc: ERROR LEVEL, level message is: DEBUG level Log is: ERROR
2014-06-29 20:56:37.962 - Desc: ERROR LEVEL, level message is: TRACE level Log is: WARN
2014-06-29 20:56:37.975 - Desc: ERROR FILTER CUSTOM
2014-06-29 20:56:37.992 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:39:34.640 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:39:34.672 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:39:34.689 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:39:34.705 - Desc: ERROR LEVEL, level message is: INFO level Log is: ERROR
2014-06-29 21:39:34.722 - Desc: ERROR LEVEL, level message is: DEBUG level Log is: ERROR
2014-06-29 21:39:34.738 - Desc: ERROR LEVEL, level message is: TRACE level Log is: WARN
2014-06-29 21:39:34.753 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:39:34.768 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:40:14.788 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:40:14.797 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:40:14.814 - Desc: ERROR FILTER CUSTOM
2014-06-29 21:40:14.823 - Desc: ERROR LEVEL, level message is: INFO level Log is: ERROR
2014-06-29 21:40:14.832 - Desc: ERROR LEVEL, level message is: DEBUG level Log is: ERROR
2014-06-29 21:40:14.841 - Desc: ERROR LEVEL, level message is: TRACE level Log is: WARN
